"body", "keywords", count
"13400", "screen", 1
"13400", "screen shot", 1
"13400", "screen.", 1
"13400", "screens", 1
"13400", "screens.", 1
"13400", "screenshot", 1
"13400", "sensor", 1
"13400", "Spen", 3
"13400", "spen sensor", 1
"13400", "SPens", 2
"13401", "app draw", 1
"13401", "app drawer", 1
"13401", "drawer", 1
"13402", "MST", 1
"13402", "NFC", 1
"13402", "pay", 1
"13402", "Secure Transmission  MST", 1
"13403", "API", 1
"13403", "OS", 1
"13403", "ROM", 1
"13403", "sensor", 2
"13403", "sensors", 1
"13403", "tablet", 1
"13403", "tablets", 1
"13403", "UI", 1
"13405", "chat", 1
"13405", "Group chats", 1
"13405", "Smooth", 1
"13407", "display", 1
"13407", "display settings", 1
"13407", "displays", 1
"13409", "60fps", 1
"13410", "app work", 1
"13410", "multi task", 1
"13410", "multi tasking", 1
"13410", "multitasking", 1
"13410", "phone app", 1
"13411", "calling", 1
"13411", "wi fi calling", 1
"13411", "Wi-Fi", 1
"13411", "Wi-Fi Calling", 1
"13411", "wifi", 1
"13411", "Wifi Calling", 1
"13411", "WiFi-Calling", 1
"13412", "Black Sapphire", 1
"13412", "Black Sapphire Note", 1
"13412", "button", 2
"13412", "buttons", 1
"13412", "car", 2
"13412", "carbon fiber", 1
"13412", "carbon fiber look", 1
"13412", "home button", 1
"13412", "metal", 3
"13412", "Neo Hybrid Carbon", 1
"13412", "Spigen Neo Hybrid", 1
"13412", "Spigen Neo-Hybrid", 1
"13412", "theme", 3
"13413", "gear vr", 1
"13413", "GearVR", 1
"13413", "oculus", 1
"13413", "oculus VR", 1
"13413", "VR", 2
"13414", "e-mail", 1
"13414", "email", 1
"13414", "emails", 1
"13414", "OS", 2
"13414", "OTA", 1
"13415", "update", 1
"13415", "update.", 1
"13417", "charge", 1
"13417", "charger", 1
"13417", "different charger", 1
"13417", "different chargers", 1
"13422", "car", 1
"13422", "OTA", 1
"13422", "software", 1
"13425", "theme", 1
"13426", "battery", 1
"13426", "battery drain", 1
"13428", "OTA", 1
"13428", "water proof", 1
"13428", "waterproof", 1
"13428", "Waterproof Case", 1
"13429", "camera", 1
"13429", "OTA", 1
"13429", "OTAs", 1
"13429", "perform", 1
"13429", "performance", 1
"13429", "RAM", 1
"13429", "screen", 1
"13429", "screen.", 1
"13429", "Smooth", 1
"13429", "Storage", 1
"13432", "API", 1
"13432", "finger print", 1
"13432", "finger prints", 1
"13432", "fingerprint", 1
"13432", "fingerprint support", 1
"13432", "fingerprints", 1
"13432", "lock screen", 1
"13432", "lockscreen", 1
"13432", "LTE", 1
"13432", "Marshmallow", 1
"13432", "memo", 1
"13432", "memos", 1
"13432", "off-screen memo", 1
"13432", "OS", 1
"13432", "screen", 2
"13432", "screen memo", 1
"13432", "screen.", 2
"13432", "screens", 1
"13432", "screens.", 1
"13433", "contract", 1
"13433", "pay", 1
"13433", "payment plan", 1
"13436", "battery", 2
"13436", "battery stat", 1
"13436", "battery usage", 1
"13436", "Biggest battery usage", 1
"13436", "ips", 1
"13436", "OS", 2
"13436", "screen", 2
"13436", "Screen On Time", 1
"13436", "Screen-on time", 1
"13436", "screen.", 2
"13436", "screens", 1
"13436", "screens.", 1
"13436", "tv", 1
"13436", "Verizon Note5", 1
"13437", "notes", 1
"13437", "OneNote", 1
"13440", "contact", 1
"13440", "notification", 1
"13440", "OS", 1
"13440", "sync", 1
"13442", "Home Screen", 1
"13442", "home screen.", 1
"13442", "homescreen", 1
"13442", "HW", 1
"13442", "Nova launcher", 1
"13442", "screen", 1
"13442", "screen.", 1
"13442", "widget", 1
"13442", "widgets", 1
"13447", "ad guard", 1
"13447", "Adguard", 1
"13449", "contact", 1
"13449", "pen", 2
"13449", "pen.", 2
"13449", "S-Pen", 1
"13449", "Samsung warranty", 1
"13449", "Spen", 1
"13449", "sprint store", 1
"13449", "warranty", 1
"13449", "warranty.", 1
"13450", "notification", 2
"13450", "OTA", 1
"13450", "screen", 1
"13450", "screen.", 1
"13452", "Knox", 1
"13455", "NFC", 1
"13455", "OS", 1
"13455", "security", 1
"13455", "security feature", 1
"13455", "UI", 1
"13459", "battery", 1
"13459", "better battery", 1
"13459", "better camera", 1
"13459", "better screen", 1
"13459", "bluetooth", 1
"13459", "button", 1
"13459", "camera", 2
"13459", "camera software", 1
"13459", "cameras", 1
"13459", "drop", 1
"13459", "Dropped", 1
"13459", "edge", 1
"13459", "Glass", 1
"13459", "hardware", 1
"13459", "HW", 1
"13459", "icon", 1
"13459", "OS", 1
"13459", "pen", 1
"13459", "pen.", 1
"13459", "picture", 1
"13459", "pictures", 1
"13459", "ROM", 1
"13459", "S-Pen", 1
"13459", "screen", 1
"13459", "screen.", 1
"13459", "small crack", 1
"13459", "software", 2
"13459", "Spen", 1
"13459", "UI", 1
"13459", "Wi-Fi", 1
"13459", "wifi", 1
"13459", "wifi connect", 1
"13461", "coating", 1
"13463", "charge", 1
"13463", "charger", 1
"13463", "pen", 1
"13463", "pen.", 1
"13464", "calendar", 1
"13464", "clock", 2
"13464", "RAM", 1
"13464", "shortcut", 1
"13464", "widget", 2
"13466", "battery", 1
"13466", "Battery life", 1
"13466", "battery-life", 1
"13466", "update", 1
"13466", "update.", 1
"13467", "charge", 1
"13467", "charger", 1
"13467", "OTA", 1
"13467", "ROM", 1
"13469", "wallpaper", 1
"13472", "battery", 1
"13472", "Battery life", 1
"13472", "battery-life", 1
"13472", "design", 1
"13472", "design.", 1
"13472", "OS", 1
"13473", "android pay", 1
"13473", "Note5s", 1
"13473", "OTG", 1
"13473", "pay", 2
"13473", "Samsung Pay", 1
"13473", "SamsungPay", 1
"13473", "Verizon Note5", 1
"13474", "music", 5
"13474", "music app", 1
"13474", "music apps", 1
"13474", "play music", 1
"13474", "Play Music.", 1
"13474", "sim", 1
"13474", "stock app", 1
"13476", "OTA", 1
"13476", "pen", 1
"13476", "pen.", 1
"13476", "ROM", 1
"13476", "S-Pen", 1
"13476", "Spen", 1
"13477", "4G", 1
"13477", "batteries", 1
"13477", "camera", 1
"13477", "ROM", 1
"13478", "airplane mode", 1
"13478", "battery", 1
"13478", "car", 3
"13478", "HW", 1
"13478", "icon", 1
"13478", "icons", 1
"13478", "location service", 1
"13478", "location services", 1
"13478", "LTE", 1
"13478", "MST", 1
"13478", "OS", 3
"13478", "power saving", 1
"13478", "power saving feature", 1
"13478", "ROM", 3
"13480", "Action Memo", 1
"13480", "API", 1
"13480", "memo", 2
"13480", "Memo app", 1
"13480", "pen", 1
"13480", "pen.", 1
"13481", "ips", 2
"13481", "micro-SIM", 1
"13481", "OS", 1
"13481", "ROM", 1
"13481", "sim", 1
"13481", "stylus", 2
"13481", "stylus tip", 1
"13481", "stylus..", 2
"13484", "cable", 1
"13484", "cables", 1
"13484", "charge", 2
"13484", "charger", 2
"13493", "charge", 1
"13493", "charger", 1
"13493", "charging", 1
"13493", "MST", 1
"13493", "plugged", 1
"13493", "slow charging", 1
"13497", "car", 1
"13497", "music", 1
"13497", "SD", 1
"13497", "SD card", 1
"13497", "SD-Card", 1
"13498", "searches", 1
"13501", "AMEX", 2
"13501", "amex card", 1
"13501", "car", 1
"13501", "tone", 1
"13503", "battery", 1
"13503", "Battery life", 1
"13503", "battery-life", 1
"13503", "book", 1
"13503", "OS", 2
"13503", "Package Disable", 1
"13503", "package disabler pro..", 1
"13503", "packagedisabler", 1
"13503", "sim", 1
"13503", "Speed", 1
"13503", "UI", 1
"13508", "32GB", 1
"13508", "32GB Note", 1
"13508", "car", 1
"13508", "downloads", 1
"13508", "Google play", 1
"13508", "Google play store", 1
"13508", "Google Play store.", 1
"13508", "Google Play.", 1
"13508", "play store", 1
"13508", "playstore", 1
"13508", "SD", 1
"13508", "SD card", 1
"13508", "SD-Card", 1
"13508", "smart switch", 1
"13508", "Smartswitch", 1
"13509", "pay", 1
"13509", "pay support", 1
"13509", "Samsung Pay", 1
"13509", "Samsung Pay support", 1
"13509", "SamsungPay", 1
"13510", "software", 1
"13510", "software experience", 1
"13511", "OS", 2
"13511", "picture", 1
"13511", "pictures", 1
"13512", "ADB", 1
"13512", "HW", 1
"13512", "Nova launcher", 1
"13512", "OTA", 1
"13512", "perform", 1
"13512", "performance", 1
"13512", "touch wiz", 1
"13512", "TouchWiz", 1
"13516", "ROM", 1
"13516", "update", 1
"13516", "update.", 1
"13517", "Spigen Ultra Hybrid", 1
"13518", "Cyanogen Mod", 1
"13518", "CyanogenMod", 1
"13518", "design", 1
"13518", "design.", 1
"13518", "icon", 1
"13518", "material", 1
"13518", "Material Design", 1
"13518", "material design theme", 1
"13518", "Nova launcher", 1
"13518", "sim", 1
"13518", "stock look", 1
"13518", "theme", 1
"13518", "UI", 1
"13521", "boot", 1
"13521", "Random reboot", 1
"13521", "random reboots", 1
"13521", "reboots", 1
"13524", "ROM", 1
"13524", "YouTube app", 1
"13525", "5v", 1
"13525", "ROM", 1
"13525", "screen", 1
"13525", "Screen On Time", 1
"13525", "Screen-on time", 1
"13525", "screen.", 1
"13532", "Note5s", 1
"13532", "pen", 1
"13532", "pen.", 1
"13532", "S-Pen", 1
"13532", "Spen", 1
"13533", "automatic update", 1
"13533", "automatic updates", 1
"13533", "bluetooth", 1
"13533", "boot", 1
"13533", "built-in speaker", 1
"13533", "clear cache", 1
"13533", "headphone jack", 1
"13533", "map", 1
"13533", "music", 3
"13533", "pen", 2
"13533", "pen.", 2
"13533", "pens", 1
"13533", "ROM", 1
"13533", "SD", 1
"13533", "song", 1
"13533", "songs", 1
"13533", "speaker", 1
"13533", "UI", 1
"13533", "update", 1
"13533", "update.", 1
"13535", "Amplify", 1
"13535", "Greenify", 1
"13535", "OTG", 1
"13535", "pen", 1
"13535", "pen.", 1
"13536", "2-year contract", 1
"13536", "car", 1
"13536", "charge", 1
"13536", "contract", 1
"13536", "installment billing", 1
"13537", "new pen", 1
"13537", "OS", 1
"13537", "pen", 2
"13537", "pen.", 2
"13537", "S-Pen", 1
"13537", "s-pen pop", 1
"13537", "Spen", 1
"13537", "tablet", 1
"13539", "charge", 1
"13539", "Knox", 1
"13539", "ROM", 1
"13540", "ATM", 1
"13540", "ATM.", 1
"13540", "headphones", 1
"13540", "map", 1
"13540", "music", 1
"13540", "OS", 1
"13540", "ROM", 1
"13540", "UI", 1
"13540", "update", 2
"13540", "update.", 2
"13541", "pen", 3
"13541", "pen work", 1
"13541", "pen.", 3
"13541", "S-Pen", 1
"13541", "SD", 1
"13541", "Spen", 1
"13541", "standard pen", 1
"13541", "UI", 1
"13543", "curve", 1
"13543", "curved edge", 1
"13543", "curved edges", 1
"13543", "edge", 1
"13543", "edges", 1
"13543", "plastic", 1
"13543", "plastic screen protector", 1
"13543", "screen", 1
"13543", "screen protector", 1
"13543", "screen.", 1
"13544", "slow updates", 1
"13544", "update", 1
"13544", "update.", 1
"13547", "battery", 1
"13547", "Battery life", 1
"13547", "battery-life", 1
"13547", "Google messenger", 1
"13547", "Messenger", 1
"13547", "Package Disable", 1
"13547", "packagedisabler", 1
"13548", "cable", 3
"13548", "cables", 1
"13548", "charge", 2
"13548", "charger", 1
"13548", "Charges", 1
"13548", "new cables", 1
"13548", "OTA", 1
"13548", "pen", 1
"13548", "pen.", 1
"13550", "cable", 1
"13550", "charging", 2
"13550", "fast charging", 1
"13550", "notification", 1
"13550", "notifications", 1
"13551", "battery", 1
"13551", "car", 1
"13551", "LGG4", 1
"13551", "OS", 1
"13551", "pen", 1
"13551", "pen.", 1
"13551", "pens", 1
"13551", "RAM", 1
"13551", "RAM management", 1
"13551", "ROM", 1
"13552", "flash", 3
"13552", "flashing", 1
"13552", "OS", 1
"13552", "Samsung devices", 1
"13552", "Samsung devices.", 1
"13552", "Samsung software", 1
"13552", "software", 3
"13552", "stock software", 1
"13552", "tv", 1
"13552", "update", 1
"13552", "update.", 1
"13552", "websites", 1
"13553", "1080p", 1
"13553", "display", 1
"13553", "notes", 1
"13553", "OS", 2
"13553", "OTA", 1
"13553", "record", 1
"13553", "recording", 1
"13553", "ROM", 2
"13553", "upgrade", 1
"13554", "e-mail", 1
"13554", "email", 1
"13554", "lock screen", 1
"13554", "lockscreen", 1
"13554", "OS", 1
"13554", "screen", 1
"13554", "screen.", 1
"13554", "security", 1
"13557", "slim", 1
"13557", "Slim Armor", 1
"13557", "Spigen Slim Armor", 1
"13558", "battery", 1
"13558", "Battery life", 1
"13558", "battery-life", 1
"13558", "memo", 1
"13558", "memory", 1
"13558", "memory management", 1
"13561", "Android Authority", 1
"13561", "button", 1
"13561", "icon", 1
"13561", "MST", 1
"13561", "OS", 2
"13561", "pen", 7
"13561", "pen button", 1
"13561", "Pen close", 1
"13561", "pen work", 2
"13561", "pen.", 7
"13561", "pens", 1
"13561", "ROM", 5
"13561", "S-Pen", 6
"13561", "S-Pen button", 1
"13561", "S-Pen work", 2
"13561", "S-pen works", 1
"13561", "S-Pens", 1
"13561", "screen", 3
"13561", "screen.", 3
"13561", "Spen", 6
"13561", "SPens", 1
"13561", "UI", 1
"13561", "Wireless", 1
"13571", "black background", 1
"13571", "Google play", 1
"13571", "Google Play Music", 1
"13571", "Google Play.", 1
"13571", "google plus", 1
"13571", "internet", 1
"13571", "music", 1
"13571", "OS", 1
"13571", "play music", 1
"13571", "Play Music.", 1
"13571", "record", 1
"13572", "bug", 1
"13572", "OS", 1
"13572", "scratches", 1
"13572", "sensor", 1
"13572", "sensors", 1
"13574", "charge", 1
"13574", "charger", 1
"13574", "replacement", 1
"13574", "Wireless", 1
"13574", "wireless charge", 1
"13574", "wireless Charger", 1
"13576", "clear view case", 1
"13576", "View case", 1
"13577", "button", 1
"13577", "design", 1
"13577", "design.", 1
"13577", "display", 1
"13577", "display notifications", 1
"13577", "Easy Home", 2
"13577", "EasyHome", 2
"13577", "galaxy gifts", 1
"13577", "Google play", 1
"13577", "Google play store", 1
"13577", "Google Play store.", 1
"13577", "Google Play.", 1
"13577", "great apps", 1
"13577", "home button", 1
"13577", "icon", 1
"13577", "material", 1
"13577", "Material Design", 1
"13577", "material design theme", 1
"13577", "MST", 4
"13577", "nice app", 1
"13577", "notification", 2
"13577", "notifications", 1
"13577", "Nova launcher", 2
"13577", "OS", 1
"13577", "Package Disable", 2
"13577", "package disabler pro..", 2
"13577", "packagedisabler", 2
"13577", "play store", 1
"13577", "playstore", 1
"13577", "ROM", 2
"13577", "screen", 1
"13577", "screen protector", 1
"13577", "screen.", 1
"13577", "SD", 4
"13577", "theme", 2
"13577", "theme store", 1
"13577", "themes", 1
"13577", "upgrade", 1
"13578", "memo", 1
"13578", "Nova launcher", 1
"13581", "contract", 1
"13581", "OS", 1
"13581", "ROM", 1
"13587", "ips", 1
"13587", "manual focus", 1
"13587", "OS", 1
"13587", "OTA", 1
"13587", "photograph", 1
"13587", "photographer", 1
"13587", "professional photographer", 1
"13587", "ROM", 2
"13587", "shutter", 1
"13587", "shutter speed", 1
"13587", "sim", 1
"13587", "Speed", 1
"13588", "black Friday", 1
"13588", "Hard reset", 1
"13588", "OS", 2
"13593", "battery", 1
"13593", "OS", 1
"13593", "ROM", 2
"13593", "stock ROM", 1
"13593", "wake lock", 1
"13594", "car", 1
"13594", "car mount", 1
"13594", "charge", 1
"13594", "charger", 1
"13594", "commuter case", 1
"13594", "HW", 1
"13594", "Mute", 1
"13594", "packaging", 1
"13594", "Qi Enabled Devices", 1
"13594", "Qi standard", 1
"13594", "Qi-Enabled Devices", 1
"13594", "Touch Wireless Qi", 1
"13594", "Wireless", 1
"13595", "battery", 3
"13595", "Battery life", 1
"13595", "battery-life", 1
"13595", "book", 1
"13595", "BT", 1
"13595", "calls", 1
"13595", "charge", 1
"13595", "charger", 1
"13595", "charging", 1
"13595", "fast charging", 1
"13595", "iPhone5", 1
"13595", "min screen", 1
"13595", "OS", 1
"13595", "OTA", 1
"13595", "phone calls", 1
"13595", "power saving", 1
"13595", "power saving mode", 1
"13595", "removable battery", 1
"13595", "ROM", 1
"13595", "screen", 1
"13595", "Screen On Time", 1
"13595", "Screen-on time", 1
"13595", "screen.", 1
"13595", "UI", 1
"13595", "ultra power saving", 1
"13596", "pen", 1
"13596", "pen.", 1
"13599", "book", 1
"13599", "Messenger", 1
"13602", "finger print", 1
"13602", "finger prints", 1
"13602", "fingerprint", 1
"13602", "fingerprints", 1
"13604", "charge", 1
"13604", "coverage", 1
"13604", "hotspot", 1
"13604", "NFC", 1
"13604", "NFC Pay", 1
"13604", "OS", 2
"13604", "pay", 2
"13604", "S-Pay", 1
"13604", "sPay", 1
"13604", "tv", 1
"13605", "OS", 2
"13605", "pay", 1
"13605", "Samsung Pay", 1
"13605", "SamsungPay", 1
"13605", "sim", 1
"13606", "car", 1
"13606", "oled screen", 1
"13606", "ROM", 1
"13606", "screen", 2
"13606", "Screen Burn", 1
"13606", "screen burn.", 1
"13606", "screen.", 2
"13609", "charge", 4
"13609", "charger", 3
"13609", "charging", 1
"13609", "fast wireless charger", 1
"13609", "headphones", 1
"13609", "ROM", 2
"13609", "tone", 1
"13609", "Wireless", 4
"13609", "wireless charge", 3
"13609", "wireless Charger", 3
"13609", "wireless charger  http", 1
"13609", "wireless chargers", 1
"13610", "cable", 1
"13610", "charge", 2
"13610", "charger", 1
"13610", "Samsung charger", 1
"13611", "developer options", 1
"13615", "airplane mode", 2
"13615", "Asus", 1
"13615", "battery", 1
"13615", "Battery life", 1
"13615", "battery-life", 1
"13615", "OS", 1
"13615", "OTG", 1
"13615", "Package Disable", 1
"13615", "package disabler pro..", 1
"13615", "packagedisabler", 1
"13615", "screen", 1
"13615", "Screen On Time", 1
"13615", "Screen-on time", 1
"13615", "screen.", 1
"13615", "sim", 1
"13615", "Wi-Fi", 2
"13615", "wifi", 2
"13622", "colour", 1
"13622", "websites", 1
"13627", "Google launcher", 1
"13627", "Google Now launcher", 1
"13627", "OS", 1
"13627", "ROM", 1
"13627", "Samsung s launcher", 1
"13629", "play store", 1
"13629", "playstore", 1
"13632", "cable", 2
"13632", "charging", 1
"13632", "fast charging", 1
"13632", "OS", 1
"13632", "replacement", 1
"13632", "USB cable", 2
"13632", "USB-C", 2
"13634", "charge", 3
"13634", "charger", 2
"13634", "charging", 1
"13637", "finger print", 1
"13637", "fingerprint", 1
"13637", "NFC", 1
"13637", "pay", 1
"13637", "Samsung Pay", 1
"13637", "SamsungPay", 1
"13639", "API", 2
"13639", "finger print", 1
"13639", "fingerprint", 1
"13639", "fingers", 1
"13639", "Nexus devices", 1
"13639", "OS", 2
"13639", "SD", 1
"13640", "screen", 2
"13640", "screen protector", 1
"13640", "screen.", 2
"13642", "android pay", 1
"13642", "OS", 1
"13642", "pay", 2
"13642", "ROM", 1
"13642", "Samsung Pay", 1
"13642", "SamsungPay", 1
"13642", "warranty", 1
"13642", "warranty.", 1
"13644", "battery", 1
"13644", "BT", 1
"13644", "pen", 2
"13644", "pen.", 2
"13644", "ROM", 1
"13644", "S-Pen", 1
"13644", "Spen", 1
"13644", "underwater", 1
"13649", "car", 1
"13649", "Google wallet", 1
"13651", "button", 1
"13651", "car", 1
"13651", "Knox", 1
"13651", "KNOX counter", 1
"13651", "pay", 1
"13651", "power button", 1
"13651", "Samsung Pay", 1
"13651", "SamsungPay", 1
"13651", "warranty", 1
"13651", "warranty issue", 1
"13651", "warranty issues", 1
"13651", "warranty.", 1
"13652", "icon", 1
"13652", "icon packs", 1
"13652", "live wallpaper", 1
"13652", "live wallpapers", 1
"13652", "Nova launcher", 1
"13652", "OS", 4
"13652", "ROM", 1
"13652", "wallpaper", 1
"13652", "wallpapers", 1
"13652", "XB", 1
"13654", "wallpaper", 1
"13658", "Nova launcher", 1
"13658", "Samsung theme", 1
"13658", "theme", 1
"13661", "charge", 1
"13661", "Google play", 1
"13661", "Google Play Music", 1
"13661", "Google Play.", 1
"13661", "music", 1
"13661", "play music", 1
"13661", "Play Music.", 1
"13661", "screen", 1
"13661", "Screen On Time", 1
"13661", "Screen-on time", 1
"13661", "screen.", 1
"13664", "controllers", 1
"13668", "button", 1
"13668", "previous note phones", 1
"13668", "S-Note", 1
"13668", "snote", 1
"13669", "different wifi network", 1
"13669", "network", 1
"13669", "pen", 2
"13669", "pen.", 2
"13669", "play store", 1
"13669", "playstore", 1
"13669", "sim", 1
"13669", "Wi-Fi", 1
"13669", "wifi", 1
"13669", "WiFi network", 1
"13670", "NFC", 1
"13675", "sound", 1
"13675", "update", 1
"13675", "update.", 1
"13676", "keyboard", 1
"13676", "OS", 1
"13676", "stock keyboard", 1
"13680", "game", 1
"13680", "HW", 2
"13680", "Nova launcher", 1
"13680", "touch wiz", 2
"13680", "TouchWiz", 2
"13682", "button", 1
"13682", "buttons", 1
"13682", "multi task", 1
"13682", "multi tasking", 1
"13682", "multitasking", 1
"13682", "multitasking button", 1
"13682", "OS", 1
"13682", "pen", 2
"13682", "pen.", 2
"13682", "power saving", 1
"13682", "recent app", 1
"13682", "recent apps", 1
"13682", "S-Pen", 1
"13682", "Spen", 1
"13683", "button", 2
"13683", "menu  button", 1
"13683", "menu button", 1
"13683", "theme", 1
"13684", "screen", 1
"13684", "Screen On Time", 1
"13684", "Screen-on time", 1
"13684", "screen.", 1
"13689", "cable", 1
"13689", "cables", 1
"13689", "charging", 1
"13689", "fast charging", 1
"13690", "battery", 2
"13690", "Battery life", 1
"13690", "battery-life", 1
"13690", "ultra battery mode", 1
"13690", "update", 1
"13690", "update.", 1
"13694", "NFC", 1
"13694", "OS", 1
"13698", "boot", 1
"13698", "custom ROM", 1
"13698", "flash", 1
"13698", "mobile note", 1
"13698", "OS", 1
"13698", "ROM", 1
"13698", "sim", 1
"13698", "UI", 1
"13698", "unlocked bootloader", 1
"13699", "battery", 2
"13699", "battery app", 1
"13702", "3G", 1
"13702", "drop", 1
"13702", "Dropped", 1
"13702", "iPhone 3G", 1
"13702", "pairing", 1
"13702", "repair", 1
"13704", "battery", 1
"13704", "Battery life", 1
"13704", "battery-life", 1
"13704", "update", 1
"13704", "update.", 1
"13707", "GPS", 1
"13707", "sim", 1
"13716", "Chromecast", 1
"13716", "e-mail", 1
"13716", "email", 1
"13716", "ROM", 1
"13718", "battery", 1
"13718", "battery estimate", 1
"13718", "drop", 1
"13718", "game", 1
"13718", "games", 1
"13718", "video", 1
"13719", "camera", 1
"13720", "car", 2
"13720", "pay", 2
"13720", "pen", 1
"13720", "pen.", 1
"13720", "Samsung Pay", 2
"13720", "SamsungPay", 2
"13723", "heart beat", 1
"13723", "heart beats", 1
"13723", "OS", 1
"13724", "ATM", 1
"13724", "ATM.", 1
"13724", "SD", 1
"13724", "warranty", 1
"13724", "warranty.", 1
"13727", "dock", 1
"13727", "dock icon", 1
"13727", "home icon", 1
"13727", "icon", 4
"13727", "min icon pack", 1
"13727", "Nova launcher", 1
"13727", "pen", 1
"13727", "pen.", 1
"13727", "pens", 1
"13727", "sim", 2
"13727", "theme", 1
"13727", "wallpaper", 1
"13732", "OS", 1
"13732", "picture", 1
"13732", "Wireless", 1
"13733", "charge", 2
"13733", "Charge Wireless Charger", 1
"13733", "charger", 1
"13733", "fast charge", 1
"13733", "ROM", 1
"13733", "Wireless", 1
"13733", "wireless charge", 1
"13733", "wireless Charger", 1
"13736", "32GB", 1
"13736", "car", 2
"13736", "card slot", 1
"13736", "SD", 1
"13736", "SD card", 1
"13736", "SD card slot", 1
"13736", "SD card slot.", 1
"13736", "SD cards", 1
"13736", "SD-Card", 1
"13736", "sd-card slot", 1
"13738", "screen", 1
"13738", "screen.", 1
"13739", "ips", 1
"13739", "protectors", 1
"13739", "screen", 1
"13739", "screen protector", 1
"13739", "screen protectors", 1
"13739", "screen.", 1
"13741", "battery", 1
"13741", "battery drain", 1
"13741", "pen", 1
"13741", "pen.", 1
"13742", "message", 1
"13742", "message.", 1
"13742", "messages", 1
"13742", "SMS", 1
"13742", "SMS messages", 1
"13742", "update", 1
"13742", "update.", 1
"13745", "ATM", 1
"13745", "ATM.", 1
"13745", "battery", 1
"13745", "Battery life", 1
"13745", "battery-life", 1
"13745", "better battery", 1
"13745", "better battery life", 1
"13745", "different ROMs", 1
"13745", "HW", 1
"13745", "Nova launcher", 1
"13745", "pay", 1
"13745", "ROM", 3
"13745", "Samsung Pay", 1
"13745", "SamsungPay", 1
"13745", "touch wiz", 1
"13745", "TouchWiz", 1
"13752", "finger input", 1
"13752", "pen", 3
"13752", "pen.", 3
"13752", "S-Pen", 2
"13752", "screen", 1
"13752", "screen.", 1
"13752", "SD", 1
"13752", "Spen", 2
"13756", "OS", 1
"13756", "pen", 2
"13756", "Pen feature", 1
"13756", "Pen features", 1
"13756", "Pen Power Saver", 1
"13756", "pen.", 2
"13756", "power save", 1
"13756", "Power Saver", 1
"13756", "S-Pen", 2
"13756", "s-pen features", 1
"13756", "Spen", 2
"13756", "spen feature", 1
"13756", "spen features", 1
"13756", "UI", 1
"13759", "calls", 1
"13759", "pen", 1
"13759", "pen.", 1
"13759", "pens", 1
"13760", "ATM", 1
"13760", "ATM.", 1
"13760", "brightness", 1
"13760", "OS", 2
"13760", "tv", 1
"13760", "UI", 1
"13761", "keyboard", 2
"13761", "OS", 1
"13761", "update", 1
"13761", "update.", 1
"13763", "cable", 4
"13763", "OS", 1
"13763", "USB cable", 3
"13763", "USB-C", 3
"13765", "car", 1
"13765", "physical card", 1
"13765", "plastic", 1
"13765", "sensor", 1
"13765", "sensors", 1
"13766", "Home Screen", 1
"13766", "home screen.", 1
"13766", "homescreen", 1
"13766", "lock screen", 1
"13766", "lockscreen", 1
"13766", "OTA", 1
"13766", "screen", 3
"13766", "screen.", 3
"13768", "bug", 1
"13768", "RAM", 1
"13768", "UI", 1
"13768", "USB Debug", 1
"13768", "USB Debugging", 1
"13769", "battery", 1
"13769", "charge", 2
"13769", "charger", 1
"13769", "UI", 1
"13770", "OS", 1
"13770", "ROM", 1
"13770", "screen", 1
"13770", "screen.", 1
"13770", "screens", 1
"13770", "screens.", 1
"13773", "button", 1
"13773", "buttons", 1
"13773", "hardware", 1
"13773", "music", 2
"13773", "outlook", 1
"13773", "Pebble", 1
"13778", "pen", 1
"13778", "pen.", 1
"13778", "S-Pen", 1
"13778", "Spen", 1
"13780", "bad camera", 1
"13780", "battery", 1
"13780", "Battery life", 1
"13780", "battery-life", 1
"13780", "bug", 1
"13780", "camera", 2
"13780", "exact settings", 1
"13780", "Note5s", 2
"13780", "OS", 2
"13780", "OTA", 1
"13780", "photos", 1
"13780", "picture", 1
"13780", "proximity sensor", 1
"13780", "proximity sensor issues", 1
"13780", "replacement", 1
"13780", "samsung store", 2
"13780", "screen", 1
"13780", "screen look", 1
"13780", "screen.", 1
"13780", "sensor", 1
"13783", "edge", 1
"13783", "notes", 1
"13784", "ES File Explorer", 1
"13784", "file Explorer", 1
"13784", "pen", 1
"13784", "pen.", 1
"13786", "button", 1
"13786", "camera", 1
"13786", "cameras", 1
"13786", "charge", 1
"13786", "message", 2
"13786", "message.", 2
"13786", "OS", 4
"13786", "phone sound", 1
"13786", "ROM", 1
"13786", "screen", 2
"13786", "screen.", 2
"13786", "sim", 1
"13786", "software", 1
"13786", "sound", 1
"13786", "Sounds", 1
"13786", "theme", 1
"13786", "themes", 1
"13786", "UI", 1
"13787", "S-Note", 1
"13787", "snote", 1
"13788", "Package Disable", 1
"13788", "packagedisabler", 1
"13788", "Samsung package disabler", 1
"13789", "safe mode", 1
"13790", "connectivity", 1
"13790", "icon", 1
"13790", "network", 1
"13790", "networks", 1
"13790", "Pearl White", 1
"13790", "Sapphire Black", 1
"13790", "sapphire black Note", 1
"13790", "Transfer", 1
"13790", "Verizon store", 1
"13790", "Wi-Fi", 1
"13790", "wifi", 1
"13790", "wifi connect", 1
"13792", "advanced menu", 1
"13792", "ATM", 1
"13792", "ATM.", 1
"13792", "LTE", 1
"13792", "network", 1
